Probe	Ensembl	chromosome_name
4070538	ENSG00000042088	14
270612	ENSG00000042286	10
380079	ENSG00000042317	14
6370661	ENSG00000042753	19
4730376	ENSG00000042832	
290451	ENSG00000042980	8
770411	ENSG00000043143	5
4810307	ENSG00000043462	
7210092	ENSG00000043514	1
7050440	ENSG00000043591	10
2030541	ENSG00000044090	6
3890017	ENSG00000044115	5
1050059	ENSG00000044446	X
7610168	ENSG00000044459	9
870131	ENSG00000044574	9
4850682	ENSG00000046647	X
3610519	ENSG00000046651	X
3870202	ENSG00000046653	X
2750364	ENSG00000046774	
7210040	ENSG00000047056	
150605	ENSG00000047188	5
2000064	ENSG00000047230	X
5390546	ENSG00000047249	8
4850142	ENSG00000047346	15
6770014	ENSG00000047410	1
6940364	ENSG00000047457	
1450376	ENSG00000047578	16
4590450	ENSG00000047579	
6620630	ENSG00000047597	X
6420551	ENSG00000047621	
1430152	ENSG00000047634	X
1400376	ENSG00000047644	X
130653	ENSG00000047648	X
2340364	ENSG00000047849	3
1410170	ENSG00000047932	6
1690243	ENSG00000048028	11
2480605	ENSG00000048052	7
840403	ENSG00000048140	
380370	ENSG00000048162	5
6900739	ENSG00000048342	
7150224	ENSG00000048392	
7150682	ENSG00000048405	7
1240554	ENSG00000048462	16
3990241	ENSG00000048471	
5260220	ENSG00000048649	
3290653	ENSG00000048707	
7400133	ENSG00000048740	10
430519	ENSG00000048828	
4860327	ENSG00000048991	2
6380040	ENSG00000049089	1
160168	ENSG00000049167	5
20100	ENSG00000049192	5
5420066	ENSG00000049239	1
4640066	ENSG00000049245	1
5290538	ENSG00000049246	
2230601	ENSG00000049247	1
5670440	ENSG00000049249	1
1170239	ENSG00000049323	2
7330056	ENSG00000049449	
4390162	ENSG00000049541	7
2470477	ENSG00000049618	6
1050750	ENSG00000049656	5
1570273	ENSG00000049759	18
1340167	ENSG00000049768	X
1500162	ENSG00000049769	X
5310324	ENSG00000049883	
990326	ENSG00000050030	X
5700196	ENSG00000050130	14
4070133	ENSG00000050165	11
4150356	ENSG00000050327	7
3120301	ENSG00000050393	
4880537	ENSG00000050405	12
4150575	ENSG00000050426	
6200196	ENSG00000050438	12
6280541	ENSG00000050555	9
7000427	ENSG00000050628	
4830471	ENSG00000050730	4
5360719	ENSG00000050748	
2710746	ENSG00000050820	16
5860243	ENSG00000051009	11
4570458	ENSG00000051108	16
7160709	ENSG00000051128	19
3780609	ENSG00000051180	
4060056	ENSG00000051341	3
4480523	ENSG00000051382	3
3940026	ENSG00000051620	6
4230204	ENSG00000052126	
7210139	ENSG00000052344	16
2230392	ENSG00000052723	1
3460687	ENSG00000052749	10
2680670	ENSG00000052795	
5860348	ENSG00000052802	4
6330333	ENSG00000053108	
1770408	ENSG00000053254	14
6180681	ENSG00000053371	1
130220	ENSG00000053372	1
2810048	ENSG00000053438	20
610594	ENSG00000053524	
3420255	ENSG00000053702	12
4670743	ENSG00000053770	
6450021	ENSG00000053900	4
4810091	ENSG00000053918	11
1740674	ENSG00000054116	1
4220132	ENSG00000054118	1
5390411	ENSG00000054148	9
6420278	ENSG00000054179	9
430215	ENSG00000054219	2
2940722	ENSG00000054267	1
780021	ENSG00000054277	1
3850603	ENSG00000054356	2
2360639	ENSG00000054392	1
7040707	ENSG00000054523	1
160121	ENSG00000054654	
2490068	ENSG00000054690	14
6480630	ENSG00000054793	
2630601	ENSG00000054965	
5560520	ENSG00000054967	11
3440491	ENSG00000054983	14
2190189	ENSG00000055044	2
2030044	ENSG00000055070	1
4060192	ENSG00000055118	7
70601	ENSG00000055130	7
1450768	ENSG00000055147	5
6100768	ENSG00000055163	5
2470408	ENSG00000055208	6
360017	ENSG00000055211	
2120079	ENSG00000055332	2
7160612	ENSG00000055483	17
6020546	ENSG00000055609	7
6760706	ENSG00000055732	
5290026	ENSG00000055813	
4250563	ENSG00000055917	
3060184	ENSG00000055950	
3710343	ENSG00000055955	3
3120068	ENSG00000055957	3
6060215	ENSG00000056097	5
770037	ENSG00000056277	X
4570768	ENSG00000056558	9
1450563	ENSG00000056586	9
3830296	ENSG00000056661	
1070152	ENSG00000056736	3
7510719	ENSG00000056972	6
4780445	ENSG00000056998	X
830661	ENSG00000057019	
6200386	ENSG00000057252	1
2260646	ENSG00000057294	12
2900754	ENSG00000057468	1
3190280	ENSG00000057593	
6220288	ENSG00000057657	6
2030228	ENSG00000057663	
3440400	ENSG00000057704	12
270133	ENSG00000057757	1
2710471	ENSG00000057935	2
6650594	ENSG00000058063	
6400553	ENSG00000058091	
1030471	ENSG00000058262	
4010400	ENSG00000058272	12
6590068	ENSG00000058335	15
610424	ENSG00000058453	1
6900630	ENSG00000058668	
4120152	ENSG00000058729	5
1400133	ENSG00000058799	1
4200601	ENSG00000058804	1
6350521	ENSG00000058866	3
3390661	ENSG00000059122	16
7570671	ENSG00000059145	16
3940390	ENSG00000059377	
2340072	ENSG00000059378	7
2370255	ENSG00000059573	
2230201	ENSG00000059588	1
520114	ENSG00000059691	4
670086	ENSG00000059728	
630524	ENSG00000059758	12
4040719	ENSG00000059769	9
3800168	ENSG00000059804	12
2190543	ENSG00000059915	
4060167	ENSG00000060069	18
2320129	ENSG00000060138	12
5670377	ENSG00000060140	12
6770358	ENSG00000060237	12
270291	ENSG00000060339	
6860382	ENSG00000060491	20
5670424	ENSG00000060558	19
3450373	ENSG00000060566	19
2070279	ENSG00000060642	1
3610609	ENSG00000060656	
4210154	ENSG00000060709	
1170192	ENSG00000060749	
4890093	ENSG00000060762	
7650524	ENSG00000060982	12
2690463	ENSG00000061273	12
3520735	ENSG00000061337	8
1190670	ENSG00000061656	20
5960274	ENSG00000061676	
7380270	ENSG00000061794	
360102	ENSG00000061918	4
4180379	ENSG00000061936	12
1850482	ENSG00000061938	3
2640100	ENSG00000061987	
4390403	ENSG00000062096	X
6480315	ENSG00000062194	5
3450537	ENSG00000062282	11
6060477	ENSG00000062370	19
50187	ENSG00000062485	12
6960326	ENSG00000062524	15
2680767	ENSG00000062582	7
4670603	ENSG00000062598	
3440672	ENSG00000062650	
6280672	ENSG00000062716	
5270333	ENSG00000062725	
6940553	ENSG00000063015	17
620707	ENSG00000063127	19
7050746	ENSG00000063169	19
3800725	ENSG00000063176	19
6650692	ENSG00000063241	19
2360768	ENSG00000063244	
6370025	ENSG00000063245	19
70168	ENSG00000063322	19
5560433	ENSG00000063438	5
2760605	ENSG00000063601	
7160504	ENSG00000063660	2
7610328	ENSG00000063761	14
1780356	ENSG00000063854	
4200220	ENSG00000063978	4
1050092	ENSG00000064012	
1770754	ENSG00000064042	
6400082	ENSG00000064102	
2070474	ENSG00000064115	12
5310286	ENSG00000064199	11
4070097	ENSG00000064201	
5260440	ENSG00000064225	3
2510669	ENSG00000064270	16
6980021	ENSG00000064300	17
6650097	ENSG00000064309	11
4230598	ENSG00000064313	8
3710437	ENSG00000064393	
3360241	ENSG00000064419	
6580603	ENSG00000064490	19
4540703	ENSG00000064545	19
1170605	ENSG00000064547	19
6840246	ENSG00000064601	20
1070053	ENSG00000064607	19
4220041	ENSG00000064651	5
5960010	ENSG00000064652	5
4290706	ENSG00000064655	
5550037	ENSG00000064666	19
5810091	ENSG00000064687	
2900300	ENSG00000064703	1
4230528	ENSG00000064726	15
6560291	ENSG00000064763	
1990201	ENSG00000064787	
610598	ENSG00000064886	1
3190609	ENSG00000064932	19
5670110	ENSG00000064961	
990300	ENSG00000064989	2
620576	ENSG00000064995	6
5390064	ENSG00000064999	6
6100719	ENSG00000065000	
4640333	ENSG00000065029	6
2970411	ENSG00000065054	16
2070184	ENSG00000065057	
6060592	ENSG00000065135	1
1440632	ENSG00000065150	13
7040241	ENSG00000065154	10
3370243	ENSG00000065183	1
4490242	ENSG00000065243	1
7400554	ENSG00000065268	19
940670	ENSG00000065308	6
150494	ENSG00000065320	
7570181	ENSG00000065328	
460064	ENSG00000065357	12
4560288	ENSG00000065361	12
520280	ENSG00000065413	2
5340291	ENSG00000065427	16
1710204	ENSG00000065457	16
7400070	ENSG00000065491	
1570400	ENSG00000065518	
840402	ENSG00000065526	1
7160343	ENSG00000065534	3
4060484	ENSG00000065548	
4060021	ENSG00000065613	10
4010129	ENSG00000065615	6
990372	ENSG00000065618	10
2260730	ENSG00000065621	10
5700364	ENSG00000065665	10
3190193	ENSG00000065675	10
6560520	ENSG00000065717	
1820347	ENSG00000065802	
6040603	ENSG00000065809	10
3390326	ENSG00000065833	6
7510035	ENSG00000065882	4
940128	ENSG00000065883	
6620689	ENSG00000065911	
1990022	ENSG00000065923	
4900332	ENSG00000065970	12
1430753	ENSG00000065989	19
5870746	ENSG00000066027	1
4610692	ENSG00000066032	
1440215	ENSG00000066044	
5700008	ENSG00000066056	1
7510392	ENSG00000066084	
3400593	ENSG00000066117	
670392	ENSG00000066135	
3290475	ENSG00000066136	1
840634	ENSG00000066185	1
6130441	ENSG00000066279	1
4060095	ENSG00000066294	1
3370722	ENSG00000066322	1
4220603	ENSG00000066336	
430743	ENSG00000066382	
6040379	ENSG00000066422	3
2630446	ENSG00000066427	14
6760717	ENSG00000066455	14
2970008	ENSG00000066468	10
5220072	ENSG00000066557	1
4670451	ENSG00000066583	
2680521	ENSG00000066651	6
1740204	ENSG00000066654	
4780762	ENSG00000066739	14
6100524	ENSG00000066777	8
4180064	ENSG00000066827	8
6770348	ENSG00000066855	8
6400603	ENSG00000066923	
7200315	ENSG00000066926	18
6770504	ENSG00000066933	
2360452	ENSG00000067057	10
2640670	ENSG00000067064	10
4860161	ENSG00000067066	2
4040097	ENSG00000067082	10
1030630	ENSG00000067113	5
4260053	ENSG00000067141	15
110167	ENSG00000067167	8
4590050	ENSG00000067177	X
4670750	ENSG00000067182	12
3190056	ENSG00000067191	
4540176	ENSG00000067208	1
5340435	ENSG00000067221	15
160170	ENSG00000067225	
4850519	ENSG00000067248	5
150719	ENSG00000067334	1
650626	ENSG00000067365	16
610475	ENSG00000067369	
5260561	ENSG00000067445	X
4900484	ENSG00000067533	1
630377	ENSG00000067560	3
870246	ENSG00000067596	17
2750324	ENSG00000067606	
50253	ENSG00000067646	Y
2340731	ENSG00000067704	1
6270327	ENSG00000067715	12
6220367	ENSG00000067829	X
2510689	ENSG00000067836	16
4260632	ENSG00000067840	X
4010762	ENSG00000067842	X
6520494	ENSG00000067900	18
2600537	ENSG00000067955	
4150102	ENSG00000067992	
4120133	ENSG00000068001	3
5900468	ENSG00000068024	2
2940739	ENSG00000068028	3
2510220	ENSG00000068079	17
2000220	ENSG00000068097	17
4280343	ENSG00000068120	
1070709	ENSG00000068137	17
6400132	ENSG00000068305	15
60463	ENSG00000068308	X
6580707	ENSG00000068323	X
3610450	ENSG00000068354	X
7000307	ENSG00000068366	X
510739	ENSG00000068383	
7200475	ENSG00000068394	X
6370682	ENSG00000068400	X
1110605	ENSG00000068438	X
1340192	ENSG00000068615	2
1170139	ENSG00000068650	13
3450398	ENSG00000068654	2
7050494	ENSG00000068697	2
2000021	ENSG00000068724	
3370246	ENSG00000068745	3
2230730	ENSG00000068784	2
6420239	ENSG00000068793	
6550209	ENSG00000068796	5
3710735	ENSG00000068831	11
20671	ENSG00000068878	2
60113	ENSG00000068885	
4860411	ENSG00000068903	19
4920274	ENSG00000068912	2
3290386	ENSG00000068971	
6250050	ENSG00000068976	11
7160735	ENSG00000068985	X
3180010	ENSG00000069188	17
1450369	ENSG00000069248	1
1450753	ENSG00000069275	1
7200600	ENSG00000069329	16
4050609	ENSG00000069345	16
6330725	ENSG00000069399	
1340196	ENSG00000069424	
3520129	ENSG00000069493	12
4260192	ENSG00000069509	X
4060433	ENSG00000069535	X
6400564	ENSG00000069667	
7050709	ENSG00000069696	
3190379	ENSG00000069702	1
4180382	ENSG00000069712	
2600170	ENSG00000069764	16
2490678	ENSG00000069849	
5560576	ENSG00000069869	15
2030739	ENSG00000069943	15
3390682	ENSG00000069966	15
2680044	ENSG00000069974	15
1340470	ENSG00000069998	22
730100	ENSG00000070010	22
2810180	ENSG00000070018	12
2940494	ENSG00000070019	
3060056	ENSG00000070031	11
5870154	ENSG00000070061	
6130538	ENSG00000070087	
1470746	ENSG00000070159	9
5360382	ENSG00000070182	
1850220	ENSG00000070190	4
4290605	ENSG00000070214	9
870326	ENSG00000070269	14
7160563	ENSG00000070366	
4250181	ENSG00000070367	14
4730050	ENSG00000070371	22
6420564	ENSG00000070388	
2360356	ENSG00000070404	19
5670167	ENSG00000070413	22
6330561	ENSG00000070423	19
6760255	ENSG00000070444	17
5080121	ENSG00000070476	
4220743	ENSG00000070495	
6380338	ENSG00000070501	8
3840470	ENSG00000070526	
3400598	ENSG00000070540	17
2030438	ENSG00000070610	9
2470215	ENSG00000070614	5
1510296	ENSG00000070669	7
3420128	ENSG00000070718	8
6420164	ENSG00000070731	17
460427	ENSG00000070759	1
5360630	ENSG00000070761	
6110187	ENSG00000070770	16
7380487	ENSG00000070814	
1780564	ENSG00000070831	1
6040181	ENSG00000070882	
1430725	ENSG00000070950	
6510164	ENSG00000070961	12
7150561	ENSG00000070985	11
130075	ENSG00000071051	
1050075	ENSG00000071054	
6220593	ENSG00000071073	2
4860239	ENSG00000071127	4
1500307	ENSG00000071189	7
2000669	ENSG00000071205	4
5360424	ENSG00000071242	6
7550707	ENSG00000071243	
580465	ENSG00000071246	14
3830093	ENSG00000071282	3
6370538	ENSG00000071462	7
6350332	ENSG00000071537	14
5700373	ENSG00000071539	5
4900348	ENSG00000071564	19
2570328	ENSG00000071575	2
7100086	ENSG00000071626	19
4480520	ENSG00000071794	3
3440091	ENSG00000071889	X
2340187	ENSG00000071909	2
2450465	ENSG00000071967	
4010546	ENSG00000071994	6
6840368	ENSG00000072042	14
2320086	ENSG00000072062	19
5080364	ENSG00000072110	
5890241	ENSG00000072121	14
2510397	ENSG00000072133	X
6420026	ENSG00000072134	17
2030332	ENSG00000072135	2
6620484	ENSG00000072195	
3460593	ENSG00000072201	4
460746	ENSG00000072210	17
2940435	ENSG00000072274	3
3390343	ENSG00000072310	17
6620343	ENSG00000072315	X
2360189	ENSG00000072364	5
6250288	ENSG00000072415	14
360343	ENSG00000072422	
5820561	ENSG00000072501	X
7320592	ENSG00000072518	
4060064	ENSG00000072571	5
830168	ENSG00000072609	12
270408	ENSG00000072682	
