Probe	Ensembl
16394	ENSG00000117013
16396	ENSG00000179862
16400	ENSG00000171793
16401	ENSG00000171790
16402	ENSG00000010803
16410	ENSG00000127124
16418	ENSG00000198815
16422	ENSG00000066185
16423	ENSG00000127125
16424	ENSG00000186409
16429	ENSG00000171960
16433	ENSG00000117385
16435	ENSG00000164008
16437	ENSG00000177868
16438	ENSG00000164010
16442	ENSG00000164011
16446	ENSG00000117394
16451	ENSG00000117395
16452	ENSG00000243710
16456	ENSG00000066056
16457	ENSG00000117400
16459	ENSG00000117399
16460	ENSG00000066322
16461	ENSG00000159479
16463	ENSG00000198198
16465	ENSG00000178922
16467	ENSG00000142949
16468	ENSG00000066135
16470	ENSG00000126091
16477	ENSG00000117408
16478	ENSG00000132768
16479	ENSG00000117410
16480	ENSG00000117411
16481	ENSG00000159214
16482	ENSG00000196517
16493	ENSG00000178028
16494	ENSG00000117419
16498	ENSG00000187147
16500	ENSG00000126106
16501	ENSG00000198520
16504	ENSG00000142945
16512	ENSG00000142959
16513	ENSG00000173846
16514	ENSG00000188396
16515	ENSG00000222009
16516	ENSG00000117425
16519	ENSG00000070785
16525	ENSG00000126107
16526	ENSG00000126088
16527	ENSG00000162415
16531	ENSG00000186603
16532	ENSG00000132781
16533	ENSG00000132773
16534	ENSG00000070759
16537	ENSG00000236624
16538	ENSG00000132763
16539	ENSG00000117450
16541	ENSG00000117448
16542	ENSG00000132780
16543	ENSG00000159588
16544	ENSG00000159592
16547	ENSG00000159596
16548	ENSG00000197429
16551	ENSG00000086015
16553	ENSG00000117461
16559	ENSG00000085998
16561	ENSG00000085999
16562	ENSG00000132128
16563	ENSG00000173660
16564	ENSG00000117481
16566	ENSG00000117480
16573	ENSG00000079277
58111	ENSG00000142961
16575	ENSG00000123472
16576	ENSG00000159658
16581	ENSG00000142973
16596	ENSG00000162366
16597	ENSG00000162367
16599	ENSG00000123473
16600	ENSG00000162368
16604	ENSG00000186564
16621	ENSG00000117834
16622	ENSG00000132122
56495	ENSG00000162373
16647	ENSG00000185104
16654	ENSG00000123080
16663	ENSG00000123091
16667	ENSG00000085831
16669	ENSG00000085832
16676	ENSG00000117859
16680	ENSG00000078618
56806	ENSG00000198841
16690	ENSG00000117862
16695	ENSG00000157077
16703	ENSG00000154222
16705	ENSG00000085840
16706	ENSG00000134748
16707	ENSG00000134744
16710	ENSG00000116157
16711	ENSG00000182183
16712	ENSG00000162377
16717	ENSG00000228929
16715	ENSG00000162378
16721	ENSG00000121310
16724	ENSG00000116171
16731	ENSG00000174348
16734	ENSG00000162383
16736	ENSG00000157184
16738	ENSG00000162384
16740	ENSG00000162385
16743	ENSG00000157193
16755	ENSG00000058804
16759	ENSG00000058799
16760	ENSG00000211452
16761	ENSG00000081870
16762	ENSG00000116212
16766	ENSG00000116209
16768	ENSG00000116205
57492	ENSG00000215883
16777	ENSG00000116221
16779	ENSG00000157216
16788	ENSG00000162390
16789	ENSG00000162391
56692	ENSG00000184313
57285	ENSG00000243725
16794	ENSG00000162396
16795	ENSG00000006555
16797	ENSG00000162398
16799	ENSG00000116133
16806	ENSG00000162402
16825	ENSG00000162407
56497	ENSG00000162600
16848	ENSG00000184292
16850	ENSG00000162601
16853	ENSG00000177606
16854	ENSG00000234807
16863	ENSG00000172456
16867	ENSG00000134709
16868	ENSG00000134716
16870	ENSG00000162598
16875	ENSG00000162599
16881	ENSG00000162604
16882	ENSG00000132849
16891	ENSG00000240563
16896	ENSG00000162607
16897	ENSG00000116641
16902	ENSG00000125703
16917	ENSG00000088035
16918	ENSG00000142856
16919	ENSG00000203965
16923	ENSG00000079739
16925	ENSG00000185483
16933	ENSG00000158966
16935	ENSG00000162437
16936	ENSG00000162434
16949	ENSG00000116675
56986	ENSG00000213625
16959	ENSG00000184588
16962	ENSG00000118473
16966	ENSG00000152760
16969	ENSG00000152763
16971	ENSG00000198160
16972	ENSG00000116704
16975	ENSG00000162594
16980	ENSG00000081985
16981	ENSG00000142864
16988	ENSG00000116717
16996	ENSG00000116729
17004	ENSG00000024526
17011	ENSG00000033122
17015	ENSG00000066557
17017	ENSG00000116754
17019	ENSG00000118454
17020	ENSG00000197568
17022	ENSG00000116761
57782	ENSG00000050628
17031	ENSG00000132485
17037	ENSG00000172260
17052	ENSG00000162620
57422	ENSG00000254685
17061	ENSG00000116791
17062	ENSG00000162623
17069	ENSG00000137968
17076	ENSG00000181227
17075	ENSG00000117054
17077	ENSG00000137955
17081	ENSG00000057468
17086	ENSG00000184005
17095	ENSG00000142892
17098	ENSG00000154027
17102	ENSG00000036549
17105	ENSG00000077254
17107	ENSG00000180488
17113	ENSG00000162614
17114	ENSG00000162613
56498	ENSG00000162616
17123	ENSG00000122420
17126	ENSG00000137959
17127	ENSG00000137965
17166	ENSG00000137941
17169	ENSG00000142875
17177	ENSG00000117133
17179	ENSG00000122432
17180	ENSG00000117151
17183	ENSG00000117155
17185	ENSG00000171517
17186	ENSG00000153898
17188	ENSG00000055732
17187	ENSG00000162643
17190	ENSG00000097096
17191	ENSG00000162642
17193	ENSG00000142867
17196	ENSG00000153904
17201	ENSG00000117174
17202	ENSG00000171502
17205	ENSG00000122417
17215	ENSG00000097033
17217	ENSG00000183291
58167	ENSG00000153936
17226	ENSG00000143013
17234	ENSG00000065243
17237	ENSG00000137947
17239	ENSG00000137944
58087	ENSG00000213516
17241	ENSG00000117226
17243	ENSG00000117228
17245	ENSG00000162645
17247	ENSG00000162654
17248	ENSG00000154451
17252	ENSG00000183347
17255	ENSG00000197147
56583	ENSG00000171488
17263	ENSG00000171492
17267	ENSG00000162664
17276	ENSG00000122482
17281	ENSG00000097046
17285	ENSG00000069702
17289	ENSG00000172031
17295	ENSG00000069712
17300	ENSG00000174842
17301	ENSG00000122484
17304	ENSG00000162676
17305	ENSG00000067208
17316	ENSG00000154511
17318	ENSG00000229052
17325	ENSG00000143033
17326	ENSG00000117500
17327	ENSG00000122483
17332	ENSG00000117505
17335	ENSG00000137942
57120	ENSG00000137936
17342	ENSG00000067334
17343	ENSG00000023909
17355	ENSG00000137962
17363	ENSG00000117528
17371	ENSG00000143036
17373	ENSG00000117519
17375	ENSG00000172339
58157	ENSG00000152078
57985	ENSG00000122481
17401	ENSG00000117569
17404	ENSG00000188641
17419	ENSG00000162627
17428	ENSG00000156869
17433	ENSG00000162688
17435	ENSG00000117620
17439	ENSG00000156875
17441	ENSG00000156876
17443	ENSG00000122435
17444	ENSG00000122477
17445	ENSG00000137992
17449	ENSG00000137996
17453	ENSG00000079335
17457	ENSG00000181656
17461	ENSG00000162692
17462	ENSG00000162694
17463	ENSG00000162695
17465	ENSG00000117543
17472	ENSG00000170989
17492	ENSG00000185946
17516	ENSG00000198890
17517	ENSG00000162631
17520	ENSG00000134215
17525	ENSG00000085491
17537	ENSG00000162636
17538	ENSG00000162639
17539	ENSG00000134186
17542	ENSG00000116266
17546	ENSG00000121957
57984	ENSG00000121940
17548	ENSG00000085433
17553	ENSG00000197780
17554	ENSG00000215717
17558	ENSG00000179902
17559	ENSG00000116299
17561	ENSG00000031698
17562	ENSG00000143126
17563	ENSG00000134222
17565	ENSG00000134243
17566	ENSG00000143106
17568	ENSG00000162650
17569	ENSG00000174151
17570	ENSG00000181754
17571	ENSG00000156097
17573	ENSG00000065135
17577	ENSG00000134183
17578	ENSG00000116337
17581	ENSG00000168765
17586	ENSG00000134201
17587	ENSG00000134202
17593	ENSG00000184371
17594	ENSG00000168710
17595	ENSG00000143093
17605	ENSG00000116396
17608	ENSG00000162775
17609	ENSG00000168679
17611	ENSG00000134248
17616	ENSG00000177301
17619	ENSG00000177272
17623	ENSG00000143119
17626	ENSG00000121931
17629	ENSG00000156171
17630	ENSG00000134255
17631	ENSG00000162777
17632	ENSG00000064886
17638	ENSG00000173947
17642	ENSG00000085465
57290	ENSG00000116455
17648	ENSG00000116459
17649	ENSG00000143110
17650	ENSG00000121933
17652	ENSG00000116473
17656	ENSG00000197852
17658	ENSG00000064703
17659	ENSG00000171385
17668	ENSG00000143079
17671	ENSG00000134245
17672	ENSG00000007341
17673	ENSG00000116489
17677	ENSG00000155363
17679	ENSG00000155366
58171	ENSG00000155367
17687	ENSG00000155380
17690	ENSG00000236066
17692	ENSG00000198799
17696	ENSG00000081026
17699	ENSG00000116793
17701	ENSG00000081019
17703	ENSG00000134242
17705	ENSG00000188761
17706	ENSG00000134262
17707	ENSG00000118655
17709	ENSG00000163349
17710	ENSG00000116774
17713	ENSG00000197323
17719	ENSG00000175984
17722	ENSG00000213281
17723	ENSG00000009307
17725	ENSG00000052723
17729	ENSG00000134198
17739	ENSG00000173218
17744	ENSG00000163393
17746	ENSG00000173212
17749	ENSG00000163399
56626	ENSG00000177173
17758	ENSG00000116815
17761	ENSG00000143061
17767	ENSG00000116824
17770	ENSG00000134247
17772	ENSG00000134256
17774	ENSG00000116830
17776	ENSG00000134253
17780	ENSG00000198162
17783	ENSG00000183508
17787	ENSG00000196505
17788	ENSG00000065183
17789	ENSG00000155761
17796	ENSG00000116874
17822	ENSG00000143067
17823	ENSG00000092621
17825	ENSG00000134193
17831	ENSG00000134250
17913	ENSG00000178104
17920	ENSG00000223380
17925	ENSG00000163386
17930	ENSG00000117289
17931	ENSG00000121851
17932	ENSG00000181039
17934	ENSG00000152022
17935	ENSG00000131795
17936	ENSG00000211451
17937	ENSG00000131779
17938	ENSG00000143127
17940	ENSG00000198483
17941	ENSG00000131788
17942	ENSG00000186364
17943	ENSG00000186141
17944	ENSG00000121848
17945	ENSG00000117281
17965	ENSG00000227242
17969	ENSG00000131791
56652	ENSG00000237188
57093	ENSG00000226015
17975	ENSG00000131778
17980	ENSG00000116128
17981	ENSG00000162836
18027	ENSG00000223612
18111	ENSG00000184678
18112	ENSG00000184260
18114	ENSG00000178096
18115	ENSG00000159164
18116	ENSG00000143368
18117	ENSG00000014914
18118	ENSG00000163113
18120	ENSG00000136631
18121	ENSG00000023902
18124	ENSG00000143401
18126	ENSG00000118298
18128	ENSG00000117362
18129	ENSG00000118292
18130	ENSG00000159208
18131	ENSG00000187145
18132	ENSG00000117360
18133	ENSG00000163125
18134	ENSG00000143374
18135	ENSG00000143369
18138	ENSG00000143382
18141	ENSG00000203804
18144	ENSG00000143384
18146	ENSG00000143420
18147	ENSG00000143457
18148	ENSG00000143452
18150	ENSG00000163131
18152	ENSG00000143387
18154	ENSG00000143437
18159	ENSG00000143379
18160	ENSG00000143418
18163	ENSG00000143412
18164	ENSG00000143409
18165	ENSG00000143363
18167	ENSG00000163141
18168	ENSG00000143443
18169	ENSG00000197622
18170	ENSG00000213190
18172	ENSG00000143458
18175	ENSG00000143434
56508	ENSG00000163154
18178	ENSG00000163155
18177	ENSG00000163156
18180	ENSG00000163159
18181	ENSG00000143398
18182	ENSG00000159352
18184	ENSG00000143373
18185	ENSG00000143393
18187	ENSG00000143390
18190	ENSG00000143416
18191	ENSG00000159377
18192	ENSG00000143442
18194	ENSG00000143375
18196	ENSG00000143367
18201	ENSG00000143376
18204	ENSG00000159409
18210	ENSG00000143436
18211	ENSG00000143450
18215	ENSG00000182134
18218	ENSG00000213171
18219	ENSG00000143365
18220	ENSG00000225556
18223	ENSG00000196407
18224	ENSG00000159445
18226	ENSG00000197747
18293	ENSG00000163220
18294	ENSG00000163221
18296	ENSG00000143546
18304	ENSG00000197956
18305	ENSG00000196420
18306	ENSG00000196154
56743	ENSG00000188015
18308	ENSG00000196754
57807	ENSG00000189171
18312	ENSG00000160678
18313	ENSG00000160679
18315	ENSG00000143553
18316	ENSG00000143621
18322	ENSG00000143624
18326	ENSG00000143554
18329	ENSG00000143614
18332	ENSG00000198837
18333	ENSG00000160741
18334	ENSG00000143570
18335	ENSG00000143578
18336	ENSG00000143543
18339	ENSG00000143552
18345	ENSG00000143549
18348	ENSG00000163263
18349	ENSG00000143612
18350	ENSG00000143569
18353	ENSG00000143575
18357	ENSG00000143595
18358	ENSG00000143515
18363	ENSG00000160712
18365	ENSG00000169291
18367	ENSG00000160714
18369	ENSG00000160716
18371	ENSG00000160710
18374	ENSG00000143603
18375	ENSG00000163344
18376	ENSG00000163346
18377	ENSG00000163348
18378	ENSG00000160691
18381	ENSG00000160688
18383	ENSG00000160685
18384	ENSG00000163354
18385	ENSG00000163357
18387	ENSG00000143537
57272	ENSG00000243364
58112	ENSG00000143590
18392	ENSG00000169242
18393	ENSG00000169241
18395	ENSG00000179085
56512	ENSG00000163463
18399	ENSG00000163462
18400	ENSG00000185499
18402	ENSG00000169231
18406	ENSG00000160766
18408	ENSG00000177628
18410	ENSG00000160767
18411	ENSG00000116521
18412	ENSG00000176444
18413	ENSG00000143630
18417	ENSG00000225855
18418	ENSG00000160753
18419	ENSG00000116539
57309	ENSG00000163374
56841	ENSG00000125459
58044	ENSG00000132676
18436	ENSG00000116580
18438	ENSG00000132718
18440	ENSG00000143622
18441	ENSG00000132680
18444	ENSG00000173080
18445	ENSG00000116584
18449	ENSG00000163479
18451	ENSG00000116586
18452	ENSG00000132698
18455	ENSG00000160789
18456	ENSG00000196189
18458	ENSG00000160785
57613	ENSG00000160783
57246	ENSG00000242252
18462	ENSG00000160781
18463	ENSG00000198952
18464	ENSG00000163472
18465	ENSG00000198715
18467	ENSG00000163468
18469	ENSG00000163467
18472	ENSG00000125462
18475	ENSG00000116604
18478	ENSG00000183856
18480	ENSG00000187862
18482	ENSG00000163382
18483	ENSG00000160818
18489	ENSG00000143320
18491	ENSG00000143319
18492	ENSG00000143303
18493	ENSG00000143314
18494	ENSG00000143321
18495	ENSG00000143294
18496	ENSG00000027869
18497	ENSG00000198400
18499	ENSG00000187800
18501	ENSG00000132694
18506	ENSG00000253831
18507	ENSG00000117036
18512	ENSG00000143297
18517	ENSG00000160856
18521	ENSG00000132704
18522	ENSG00000163534
18530	ENSG00000158473
18533	ENSG00000158477
18535	ENSG00000158481
18536	ENSG00000158485
18537	ENSG00000158488
18552	ENSG00000163554
18559	ENSG00000197403
18563	ENSG00000163563
18565	ENSG00000163564
18566	ENSG00000163565
18568	ENSG00000163568
18573	ENSG00000213088
18576	ENSG00000179639
18592	ENSG00000158716
18593	ENSG00000181036
18594	ENSG00000158714
18595	ENSG00000188004
56742	ENSG00000243284
18599	ENSG00000213085
18602	ENSG00000158710
18603	ENSG00000085552
18604	ENSG00000162723
18608	ENSG00000143315
18609	ENSG00000177807
18613	ENSG00000162729
18615	ENSG00000132681
18616	ENSG00000143318
18618	ENSG00000162734
58045	ENSG00000132716
58046	ENSG00000162735
18625	ENSG00000122218
18628	ENSG00000162736
18629	ENSG00000171786
18631	ENSG00000162738
18632	ENSG00000162739
18635	ENSG00000066294
18637	ENSG00000117090
18640	ENSG00000117091
18642	ENSG00000026751
18643	ENSG00000122224
18644	ENSG00000122223
18646	ENSG00000179914
18651	ENSG00000158764
18652	ENSG00000158769
58184	ENSG00000270149
57040	ENSG00000215845
18656	ENSG00000158773
18657	ENSG00000186517
18661	ENSG00000162755
18662	ENSG00000143256
18663	ENSG00000158793
18664	ENSG00000158796
18666	ENSG00000143222
18668	ENSG00000143258
18669	ENSG00000143224
18670	ENSG00000158850
18671	ENSG00000158859
18672	ENSG00000158864
18673	ENSG00000158869
18675	ENSG00000158874
18676	ENSG00000158882
18678	ENSG00000143257
18679	ENSG00000248485
18680	ENSG00000158887
18682	ENSG00000188931
57847	ENSG00000143226
56589	ENSG00000173110
18690	ENSG00000203747
56840	ENSG00000162747
18692	ENSG00000072694
18701	ENSG00000132185
18702	ENSG00000162746
18704	ENSG00000081721
18706	ENSG00000118217
18708	ENSG00000162745
57425	ENSG00000198929
18716	ENSG00000239887
18718	ENSG00000198574
18720	ENSG00000152332
18723	ENSG00000117143
18731	ENSG00000143248
18736	ENSG00000143228
18746	ENSG00000185630
18764	ENSG00000143198
18765	ENSG00000143149
18770	ENSG00000143183
18773	ENSG00000143179
18777	ENSG00000188859
18782	ENSG00000215835
18793	ENSG00000143157
18794	ENSG00000152382
18802	ENSG00000143167
18806	ENSG00000143190
18807	ENSG00000198821
18810	ENSG00000143162
18813	ENSG00000198771
18814	ENSG00000197965
18815	ENSG00000143199
18818	ENSG00000143158
18819	ENSG00000143164
18822	ENSG00000143147
18823	ENSG00000143155
18826	ENSG00000213064
18829	ENSG00000143178
18837	ENSG00000143184
18848	ENSG00000143153
18849	ENSG00000143156
18851	ENSG00000117475
18852	ENSG00000117477
18854	ENSG00000117479
18857	ENSG00000198734
18858	ENSG00000174175
18860	ENSG00000188404
18859	ENSG00000000460
18863	ENSG00000171806
18864	ENSG00000000457
18866	ENSG00000075945
18880	ENSG00000120370
18896	ENSG00000076258
18903	ENSG00000117523
18908	ENSG00000233328
18910	ENSG00000117533
18914	ENSG00000010165
18918	ENSG00000197959
18925	ENSG00000135845
18926	ENSG00000180999
18927	ENSG00000094975
18929	ENSG00000117560
18937	ENSG00000117586
18942	ENSG00000117592
18948	ENSG00000076321
18951	ENSG00000120334
18953	ENSG00000117593
18964	ENSG00000185278
18965	ENSG00000117601
18967	ENSG00000135870
18973	ENSG00000152061
18985	ENSG00000116161
18986	ENSG00000120333
18990	ENSG00000235750
19000	ENSG00000143207
19025	ENSG00000075391
56960	ENSG00000213057
19035	ENSG00000116191
19039	ENSG00000116199
19041	ENSG00000186283
19042	ENSG00000143322
19051	ENSG00000057252
19068	ENSG00000169905
19070	ENSG00000143337
19074	ENSG00000135837
19078	ENSG00000116260
19079	ENSG00000121454
19081	ENSG00000135847
19087	ENSG00000143324
19091	ENSG00000135835
57267	ENSG00000135823
19097	ENSG00000153029
19098	ENSG00000162783
19102	ENSG00000198216
19114	ENSG00000135821
19115	ENSG00000203730
19119	ENSG00000135828
19120	ENSG00000143333
19126	ENSG00000135838
19127	ENSG00000135829
